epoch,train_loss,train_acc,val_loss,val_acc
1,0.3716337910139403,0.8499838344649209,0.18793382996529187,0.9196891191709845
2,0.13859666573444385,0.953443258971872,0.1284390530148473,0.9507772020725389
3,0.09524501963240639,0.9644358228257356,0.0816717358026171,0.966321243523316
4,0.059274011998260594,0.9786614936954414,0.05119636398016287,0.9818652849740933
5,0.04604531773370551,0.9851277077271259,0.04824162033919445,0.9818652849740933
6,0.024874301939826933,0.9938570966698999,0.04417943086600597,0.9792746113989638
7,0.018601661998172755,0.994180407371484,0.03980337746565847,0.9766839378238342
8,0.01672151930019864,0.9948270287746525,0.10130646120316689,0.9611398963730571
9,0.016433197432858558,0.9945037180730683,0.033293706971737,0.9870466321243524
10,0.008429997967362808,0.9970902036857421,0.018678541717444454,0.9896373056994819
11,0.01869283650720292,0.9925638538635629,0.05488531976307011,0.9818652849740933
12,0.0074564848681338974,0.9980601357904947,0.03785914169002636,0.9792746113989638
13,0.011083261971354407,0.9957969608794052,0.03389399649245324,0.9896373056994819
14,0.005157858767051242,0.998383446492079,0.05439571122224446,0.9870466321243524
15,0.0014152684389160722,0.9996766892984158,0.038139099262590605,0.9870466321243524
16,0.0004754360565020514,1.0,0.031827839437348585,0.9896373056994819
17,0.001014997767795415,0.9996766892984158,0.036200040742668006,0.9870466321243524
18,0.00020975356763656158,1.0,0.0376296782251019,0.9870466321243524
19,0.00012084263059604109,1.0,0.035975091099477274,0.9896373056994819
20,8.864266932313695e-05,1.0,0.036345142236587455,0.9896373056994819
21,7.242724318393503e-05,1.0,0.036960163032617954,0.9896373056994819
22,5.811457848620022e-05,1.0,0.037545101498006335,0.9896373056994819
23,4.7359492711695674e-05,1.0,0.03805679600496434,0.9896373056994819
24,4.9402310276878306e-05,1.0,0.039287798859147655,0.9896373056994819
25,4.717544891690341e-05,1.0,0.039281477345442614,0.9896373056994819
26,3.746048673651716e-05,1.0,0.03891764983963529,0.9896373056994819
27,3.362035838514062e-05,1.0,0.03920535285311143,0.9896373056994819
28,3.523516908174057e-05,1.0,0.03906780263979635,0.9896373056994819
29,2.7118211147726138e-05,1.0,0.039886883712909604,0.9896373056994819
30,2.661266966306795e-05,1.0,0.0412500722664713,0.9896373056994819
31,2.5830973222407582e-05,1.0,0.0410055848954947,0.9896373056994819
32,2.5210820537307707e-05,1.0,0.04120619012301271,0.9896373056994819
33,2.0849905847383035e-05,1.0,0.040909154163325176,0.9896373056994819
34,1.9631571075121e-05,1.0,0.04191502335863918,0.9896373056994819
35,1.8250860354941563e-05,1.0,0.041323120033247375,0.9896373056994819
36,1.8959508943896388e-05,1.0,0.04183696790321545,0.9896373056994819
37,1.5163558041038485e-05,1.0,0.04170612396915604,0.9896373056994819
38,1.4919348393729273e-05,1.0,0.042526510473755594,0.9896373056994819
39,1.391290435345091e-05,1.0,0.04217249707990945,0.9896373056994819
40,1.2761347614085803e-05,1.0,0.042734718098307575,0.9896373056994819
41,1.2562351777689629e-05,1.0,0.0428677666903693,0.9896373056994819
42,1.1117668060925124e-05,1.0,0.043361854170171764,0.9896373056994819
43,9.692868112036923e-06,1.0,0.043831443477294875,0.9896373056994819
44,9.58543555210013e-06,1.0,0.04387225400906559,0.9896373056994819
45,8.898732294449824e-06,1.0,0.043765092838410506,0.9896373056994819
46,8.601689487409784e-06,1.0,0.044353954642572274,0.9922279792746115
47,7.945048772975067e-06,1.0,0.04434555411149782,0.9922279792746115
48,7.806632723255626e-06,1.0,0.044629044290917394,0.9896373056994819
49,7.094515036833991e-06,1.0,0.044748540641566546,0.9922279792746115
50,6.437898159727405e-06,1.0,0.04488026415218379,0.9922279792746115
